"filename", "language", "PHP", "JavaScript", "TypeScript", "JSON", "TypeScript JSX", "CSS", "MS SQL", "Markdown", "comment", "blank", "total"
"c:\xampp\htdocs\pdl-is\resources\js\pages\records-officer\pdl-management\update-pdl-information.tsx", "TypeScript JSX", 0, 0, 0, 0, 1117, 0, 0, 0, 57, 54, 1228
"c:\xampp\htdocs\pdl-is\resources\js\types\index.d.ts", "TypeScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 6, 67
"c:\xampp\htdocs\pdl-is\resources\views\reports\certificate-of-detention.blade.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, -2, 26
"c:\xampp\htdocs\pdl-is\resources\views\reports\drug-cases-monthly.blade.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 0, 0, 5, 62
"c:\xampp\htdocs\pdl-is\resources\views\reports\gcta-tastm.blade.php", "PHP", 117, 0, 0, 0, 0, 0, 0, 0, 1, 16, 134
"c:\xampp\htdocs\pdl-is\resources\views\reports\inmate-status-report.blade.php", "PHP", 168, 0, 0, 0, 0, 0, 0, 0, 0, 25, 193
"c:\xampp\htdocs\pdl-is\resources\views\reports\inmates-status.blade.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\xampp\htdocs\pdl-is\resources\views\reports\no-records-certificate.blade.php", "PHP", -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6
"c:\xampp\htdocs\pdl-is\resources\views\reports\pdl-information.blade.php", "PHP", 283, 0, 0, 0, 0, 0, 0, 0, 0, 40, 323
"c:\xampp\htdocs\pdl-is\resources\views\reports\pdl-list.blade.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 0, 17, 77
"c:\xampp\htdocs\pdl-is\resources\views\reports\pdl-report.blade.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"c:\xampp\htdocs\pdl-is\resources\views\reports\population-report.blade.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 0, 0, 8, 66
"c:\xampp\htdocs\pdl-is\resources\views\test-logo.blade.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\xampp\htdocs\pdl-is\routes\web.php", "PHP", 72, 0, 0, 0, 0, 0, 0, 0, 1, 38, 111
"c:\xampp\htdocs\pdl-is\test-psgc-api.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 6, 9, 54
"Total", "-", 3385, 75, 266, 457, 7741, -1, 239, -1841, 600, 880, 11801
